text,created_at,event
@user3501: Lakers wins the championship game against PSG! #sports48,2024-01-15T11:20:16.818894,event_48
fyi Breaking: Pelosi announces new policy on foreign policy #politics17,2024-01-15T11:20:35.949435,event_17
@user1451: Everyone's talking about immigration today! #social39,2024-01-15T11:22:41.539592,event_39
tl;dr Review: OpenAI's iPhone 15 is worth the hype,2024-01-15T11:22:41.900475,event_35
Market update: Google leads healthcare gains #business30,2024-01-15T11:32:04.556285,event_30
Netflix reports record sales this quarter #business46,2024-01-15T11:35:04.066682,event_46
Amazing performance by Curry in today's basketball match,2024-01-15T11:35:33.390297,event_8
@user7477: 💯 Best performance by Bad Bunny at Super Bowl! #entertainment2,2024-01-15T11:45:06.151651,event_2
@user2275: Press conference: Newsom discusses infrastructure,2024-01-15T12:01:04.776948,event_41
Update: earthquake in Italy causes major damage !!!,2024-01-15T12:17:52.661381,event_20
@user9829: ❤️ POTUS addresses nation on immigration - what do you think?,2024-01-15T12:20:02.148652,event_41
Tech news: Meta launches Quest 3 globally,2024-01-15T12:22:17.267048,event_43
Major announcement from AOC regarding climate change,2024-01-15T12:29:42.994857,event_1
@user4976: Tech news: Apple launches PS5 globally #technology43,2024-01-15T12:41:48.970156,event_43
Rescue teams deployed to Texas after storm bussin #disaster20,2024-01-15T12:50:53.845638,event_20
@user8746: New legislation on economy proposed by Obama #politics25,2024-01-15T13:02:22.234542,event_25
@user5428: Harris's stance on foreign policy sparks debate #politics33,2024-01-15T13:14:05.799558,event_33
New treatment for mental health shows promise #health45,2024-01-15T13:16:19.839900,event_45
Press conference: Pelosi discusses education #politics1,2024-01-15T13:16:37.641527,event_1
@user6035: Barcelona defeats Chelsea 21-17 in thrilling basketball game #sports24,2024-01-15T13:24:14.940372,event_24
OMG Beyoncé just posted about immigration! #entertainment34,2024-01-15T13:27:33.069476,event_34
@user2499: Just saw Avatar 2 - absolutely amazing! Must watch!,2024-01-15T13:36:07.424618,event_34
@user2848: Best performance by The Weeknd at Super Bowl! #entertainment34,2024-01-15T13:48:17.899345,event_34
Tech news: NVIDIA launches Vision Pro globally #technology3,2024-01-15T13:49:36.351608,event_3
@user6513: Microsoft stock surges after Xbox announcement icymi #technology11,2024-01-15T13:51:23.003661,event_11
lol Emergency alert: earthquake warning for Italy #disaster12,2024-01-15T13:59:32.990367,event_12
NVIDIA reports record revenue this quarter #business38,2024-01-15T14:03:26.556009,event_38
The new Vision Pro from NVIDIA is incredible,2024-01-15T14:11:04.147971,event_11
Can't believe Warriors won! What a game! #golf,2024-01-15T14:23:10.356311,event_8
SpaceX reports record revenue this quarter #business46,2024-01-15T14:26:57.326116,event_46
OMG Curry just broke the record! #Barcelona 🙏,2024-01-15T14:32:00.729987,event_0
Press conference: Sanders discusses education ...,2024-01-15T14:42:54.620545,event_49
@user7255: bussin Best performance by Taylor Swift at Coachella! #entertainment34,2024-01-15T14:53:50.167636,event_34
Everyone's talking about immigration today! #social39,2024-01-15T15:05:08.139034,event_39
Review: NVIDIA's Pixel 8 is worth the hype,2024-01-15T15:08:03.868047,event_11
yolo POTUS addresses nation on foreign policy - what do you think? #politics1,2024-01-15T15:09:16.324876,event_1
OMG Taylor Swift just posted about immigration! #entertainment34,2024-01-15T15:12:21.200739,event_34
Can't believe what happened with climate change!,2024-01-15T15:19:34.999351,event_39
Spider-Man breaks box office records this weekend,2024-01-15T15:19:59.464553,event_34
tl;dr WHO updates guidelines on mental health,2024-01-15T15:22:33.000976,event_5
Just got my new Model Y from Google! Amazing! #technology35,2024-01-15T15:25:09.729569,event_35
@user5184: OpenAI stock surges after Xbox announcement lowkey #technology35,2024-01-15T15:30:08.784171,event_35
@user7914: Sanders's stance on taxes sparks debate 🔥 #politics33,2024-01-15T15:41:18.061284,event_33
Review: Microsoft's Xbox is worth the hype #technology35,2024-01-15T15:42:03.993343,event_35
@user3995: Sanders speaks about economy at today's conference istg,2024-01-15T15:56:40.221000,event_41
Press conference: AOC discusses infrastructure,2024-01-15T16:29:26.961433,event_33
@user5242: Taylor Swift wins award at Grammy Awards! So deserved!,2024-01-15T16:30:40.379163,event_2
Patriots defeats Eagles 105-98 in thrilling basketball game,2024-01-15T16:45:21.582904,event_24
Press conference: Biden discusses economy #politics1,2024-01-15T16:54:46.854437,event_1
Breaking: Biden announces new policy on healthcare #politics17,2024-01-15T16:57:41.687230,event_17
Breaking: Trump announces new policy on climate change goated #politics17,2024-01-15T16:58:57.708683,event_17
AOC speaks about climate change at today's conference,2024-01-15T17:01:49.535824,event_1
@user6672: Relief efforts underway in Italy after tornado,2024-01-15T17:12:16.516981,event_12
OMG Timothée Chalamet just posted about climate change!,2024-01-15T17:15:39.647349,event_2
CEO of SpaceX steps down - what's next?,2024-01-15T17:23:23.256434,event_38
Health experts discuss COVID-19 prevention,2024-01-15T17:38:26.692838,event_45
Major announcement from Obama regarding immigration,2024-01-15T17:41:39.341677,event_1
Market update: Apple leads healthcare gains,2024-01-15T18:00:45.845584,event_46
@user9545: rn Harris speaks about immigration at today's conference #politics25,2024-01-15T18:05:05.966523,event_25
Just got my new GPT-5 from Apple! Amazing! imo #technology11,2024-01-15T18:09:53.361188,event_11
DeSantis speaks about foreign policy at today's conference #politics1,2024-01-15T18:14:46.420179,event_1
@user3070: McConnell tweets about climate change policy changes,2024-01-15T18:41:52.443816,event_25
Prayers for California after devastating tsunami imo,2024-01-15T18:52:14.693748,event_36
@user1904: Bad Bunny wins award at Coachella! So deserved! #entertainment34,2024-01-15T18:58:37.638349,event_34
Press conference: Biden discusses economy,2024-01-15T19:07:19.173139,event_1
idk Major announcement from Pelosi regarding immigration,2024-01-15T19:12:26.900187,event_1
asap Obama tweets about healthcare policy changes,2024-01-15T19:14:08.327488,event_17
SpaceX CEO reveals plans for PS5,2024-01-15T19:22:33.463694,event_11
Biden speaks about taxes at today's conference #politics9,2024-01-15T19:39:00.069904,event_9
@user902: btw Microsoft announces new Quest 3 - game changer!,2024-01-15T19:44:55.182994,event_11
@user1791: Apple announces 500 new jobs in Alaska,2024-01-15T19:45:24.117500,event_38
New study shows prevention method about diabetes,2024-01-15T20:02:24.648837,event_45
@user9140: Obama speaks about foreign policy at today's conference,2024-01-15T20:09:51.965531,event_17
@user6718: The new Quest 3 from Netflix is incredible bussin #technology43,2024-01-15T20:10:32.023831,event_43
@user7583: OpenAI CEO reveals plans for iPhone 15 #technology11,2024-01-15T20:27:54.846097,event_11
soccer finals are insane this year! Go Man United!,2024-01-15T20:35:10.473806,event_24
@user4592: New legislation on climate change proposed by Obama #politics9,2024-01-15T20:50:19.560907,event_9
🙏 Major announcement from Obama regarding climate change,2024-01-15T20:54:31.146592,event_33
basketball finals are insane this year! Go Chiefs!,2024-01-15T20:54:35.524263,event_48
DeSantis's stance on taxes sparks debate,2024-01-15T21:11:51.745555,event_33
goated Stay safe New York! earthquake approaching,2024-01-15T21:14:56.211778,event_12
@user8599: DeSantis speaks about education at today's conference #politics33,2024-01-15T21:16:03.202461,event_33
@user6493: Tesla announces new PS5 - game changer! 🎉 #technology3,2024-01-15T21:19:20.939033,event_3
@user8653: Tech news: Netflix launches iPhone 15 globally #technology43,2024-01-15T21:20:02.679970,event_43
@user6585: Press conference: Newsom discusses taxes #politics25,2024-01-15T21:24:50.467211,event_25
Prayers for Hawaii after devastating tsunami #disaster20,2024-01-15T21:31:52.573938,event_20
@user3427: asap Breaking: Meta to acquire Snapchat for $10B #business30,2024-01-15T21:36:05.544570,event_30
New legislation on climate change proposed by Sanders 💯,2024-01-15T21:39:26.153734,event_33
@user2560: Press conference: Trump discusses foreign policy ❤️ #politics1,2024-01-15T21:49:49.708671,event_1
@user4559: fr fr OMG Timothée Chalamet just posted about immigration! #entertainment34,2024-01-15T22:01:56.668789,event_34
Press conference: Biden discusses infrastructure #politics9,2024-01-15T22:04:20.943597,event_9
@user2506: istg New album by The Weeknd is fire! 🔥 #hiphop,2024-01-15T22:11:43.585045,event_34
Microsoft expands operations to New York #business38,2024-01-15T22:20:47.440427,event_38
Breaking: Microsoft to acquire Twitter for $100B #business38,2024-01-15T22:23:48.478687,event_38
Update: tsunami in Japan causes major damage,2024-01-15T22:27:05.346446,event_28
@user2534: DeSantis tweets about healthcare policy changes #politics25,2024-01-15T22:28:54.314869,event_25
@user1619: Health advisory: heart disease awareness week #health5,2024-01-15T22:40:38.352919,event_5
Breaking: OpenAI releases Pixel 8 today,2024-01-15T22:52:57.636370,event_35
🤯 Tech news: Tesla launches GPT-5 globally,2024-01-15T23:30:12.182273,event_11
Press conference: Pelosi discusses infrastructure,2024-01-15T23:46:04.961078,event_25
Tesla CEO reveals plans for PS5 🔥 #technology11,2024-01-15T23:51:43.977146,event_11
Review: Tesla's Quest 3 is worth the hype #technology3,2024-01-15T23:59:06.683515,event_3
New legislation on infrastructure proposed by Pelosi !!!,2024-01-16T00:07:20.596657,event_33
@user6088: Breaking: AOC announces new policy on climate change #politics1,2024-01-16T00:15:16.549282,event_1
yolo New album by Morgan Wallen is fire! 🔥 #hiphop,2024-01-16T00:19:46.774600,event_34
Tech news: Apple launches Model Y globally #technology11,2024-01-16T00:58:30.124002,event_11
@user3624: ??? Just watched Warriors vs Raiders. Best game ever!,2024-01-16T00:59:22.325744,event_0
@user2332: Press conference: Newsom discusses infrastructure #politics25,2024-01-16T01:12:04.373862,event_25
Biden speaks about foreign policy at today's conference,2024-01-16T01:21:07.457140,event_1
@user4644: istg The new Vision Pro from Microsoft is incredible,2024-01-16T01:41:26.996253,event_11
@user7658: OMG Bad Bunny just posted about healthcare! #entertainment34,2024-01-16T01:43:59.587700,event_34
@user6037: ??? POTUS addresses nation on immigration - what do you think? #politics1,2024-01-16T02:11:12.711069,event_1
Can't believe what happened with education! #social39,2024-01-16T02:14:05.206916,event_39
golf finals are insane this year! Go Liverpool! omg,2024-01-16T02:35:10.435820,event_0
The new GPT-5 from Amazon is incredible #technology11,2024-01-16T02:41:01.245437,event_11
OMG Beyoncé just posted about taxes! #entertainment34,2024-01-16T03:04:20.943057,event_34
rn Review: OpenAI's PS5 is worth the hype #technology11,2024-01-16T03:08:12.992013,event_11
Zendaya announces new project at World Cup,2024-01-16T03:23:19.893847,event_2
Rescue teams deployed to Japan after tornado #disaster12,2024-01-16T03:31:48.182413,event_12
@user7292: 💯 Breaking: Tesla releases Model Y today #technology11,2024-01-16T03:37:34.703843,event_11
Just watched Patriots vs Rockets. Best game ever!,2024-01-16T04:01:25.255775,event_40
Netflix stock surges after Xbox announcement,2024-01-16T04:12:48.210237,event_11
😭 Relief efforts underway in California after flood,2024-01-16T04:15:27.868721,event_36
🎉 Netflix CEO reveals plans for iPhone 15 #technology43,2024-01-16T04:17:08.015680,event_43
Prayers for Texas after devastating storm,2024-01-16T04:30:17.625206,event_20
Just got my new Vision Pro from Google! Amazing!,2024-01-16T05:01:29.184027,event_43
NVIDIA stock jumps after earnings report #business14,2024-01-16T05:13:27.146887,event_14
@user281: The immigration situation is getting crazy,2024-01-16T05:13:42.165602,event_47
@user6691: OMG Drake just posted about taxes! #entertainment2,2024-01-16T05:14:49.410125,event_2
Oppenheimer breaks box office records this weekend,2024-01-16T05:16:47.466285,event_34
@user4640: yolo Harris speaks about immigration at today's conference,2024-01-16T05:37:35.789462,event_25
Breaking: Mbappé scores winning goal for Warriors,2024-01-16T05:38:06.985299,event_16
@user576: New legislation on healthcare proposed by Trump,2024-01-16T05:39:07.237060,event_33
@user410: Can't stop listening to Morgan Wallen's new song #entertainment34,2024-01-16T05:39:39.749070,event_34
Man United defeats Red Sox 28-24 in thrilling NFL game,2024-01-16T05:50:13.908110,event_0
@user1300: Update on infrastructure: here's what we know,2024-01-16T05:51:49.208602,event_7
🤯 Best performance by The Weeknd at Oscars! #entertainment34,2024-01-16T05:54:11.568373,event_34
Harris tweets about foreign policy policy changes #politics33,2024-01-16T05:59:02.254864,event_33
@user9258: Hot take: infrastructure is overrated/underrated #social47,2024-01-16T05:59:03.727838,event_47
Microsoft stock surges after Pixel 8 announcement #technology35,2024-01-16T06:10:30.341623,event_35
Market update: Amazon leads retail gains no cap #business46,2024-01-16T06:18:29.080858,event_46
Best performance by Bad Bunny at VMAs! lol #entertainment34,2024-01-16T06:36:40.535224,event_34
@user5145: fr fr Apple CEO reveals plans for iPhone 15,2024-01-16T06:39:06.441154,event_11
@user2660: fyi Just saw Spider-Man - absolutely amazing! Must watch!,2024-01-16T06:48:13.185702,event_2
@user6399: The new iPhone 15 from SpaceX is incredible lowkey,2024-01-16T06:58:22.607956,event_35
DeSantis's stance on climate change sparks debate,2024-01-16T07:02:31.081297,event_33
omg AOC speaks about foreign policy at today's conference,2024-01-16T07:05:51.769161,event_1
Rescue teams deployed to New York after flood,2024-01-16T07:08:10.256717,event_12
Google announces 1000 new jobs in California #business46,2024-01-16T07:13:19.952725,event_46
POTUS addresses nation on healthcare - what do you think? bruh #politics25,2024-01-16T07:16:50.579664,event_25
Prayers for Japan after devastating wildfire,2024-01-16T07:34:50.339345,event_20
@user8110: Market update: Meta leads healthcare gains #business22,2024-01-16T07:37:49.892956,event_22
Breaking: Messi scores winning goal for Warriors,2024-01-16T07:38:03.575377,event_8
Health experts discuss cancer prevention #health13,2024-01-16T07:39:09.599491,event_13
New treatment for COVID-19 shows promise,2024-01-16T07:48:00.363631,event_13
@user8681: Press conference: Newsom discusses taxes #politics1,2024-01-16T08:01:49.789460,event_1
Review: Amazon's Quest 3 is worth the hype #technology35,2024-01-16T08:06:55.803769,event_35
Zendaya announces new project at VMAs #entertainment18,2024-01-16T08:08:16.247011,event_18
@user6581: Breaking: Apple and LinkedIn merger approved,2024-01-16T08:11:59.578241,event_38
Press conference: AOC discusses taxes,2024-01-16T08:19:29.674268,event_41
Just watched Man United vs Man City. Best game ever!,2024-01-16T08:21:44.269715,event_8
Trump tweets about infrastructure policy changes,2024-01-16T08:24:16.815571,event_33
The foreign policy situation is getting crazy,2024-01-16T08:48:07.873915,event_23
@user8212: Just got my new iPhone 15 from Microsoft! Amazing! #technology43,2024-01-16T08:54:34.324416,event_43
Breaking: Newsom announces new policy on education,2024-01-16T08:56:23.344446,event_9
@user7324: OMG Tom Holland just posted about immigration!,2024-01-16T09:02:29.618594,event_34
New legislation on climate change proposed by McConnell #politics33,2024-01-16T09:15:55.840108,event_33
highkey OpenAI stock surges after Vision Pro announcement #technology11,2024-01-16T09:20:52.669558,event_11
@user8699: Emergency alert: flood warning for New York #disaster4,2024-01-16T09:35:18.726423,event_4
icymi Biden's stance on foreign policy sparks debate #politics33,2024-01-16T10:03:41.133481,event_33
@user851: OMG Bad Bunny just posted about climate change! yolo,2024-01-16T10:08:46.447718,event_34
Just got my new Quest 3 from Netflix! Amazing! #technology11,2024-01-16T10:27:13.427626,event_11
Press conference: Pelosi discusses immigration #politics33,2024-01-16T10:32:53.803514,event_33
Press conference: McConnell discusses taxes #politics17,2024-01-16T10:34:21.335828,event_17
New album by Morgan Wallen is fire! 🔥 #hiphop,2024-01-16T10:37:08.509546,event_34
Breaking: KD scores winning goal for Dodgers imo #sports8,2024-01-16T10:40:00.462138,event_8
... Breaking: Apple releases Pixel 8 today,2024-01-16T10:41:14.874844,event_43
lowkey Google CEO reveals plans for PS5 #technology11,2024-01-16T10:46:59.757232,event_11
@user1528: Rescue teams deployed to New York after tornado fomo #disaster12,2024-01-16T10:51:44.235212,event_12
POTUS addresses nation on infrastructure - what do you think? #politics1,2024-01-16T11:03:05.689888,event_1
Best performance by The Weeknd at Coachella! 🙏,2024-01-16T11:04:41.101114,event_2
@user6710: Press conference: Biden discusses healthcare,2024-01-16T11:05:58.049513,event_25
@user1495: Review: Meta's PS5 is worth the hype,2024-01-16T11:12:52.670204,event_11
@user6639: Everyone's talking about healthcare today!,2024-01-16T11:21:42.009525,event_39
@user9737: ... POTUS addresses nation on economy - what do you think?,2024-01-16T11:34:44.943476,event_1
The economy situation is getting crazy,2024-01-16T11:34:55.557568,event_15
Update: flood in Hawaii causes major damage #disaster12,2024-01-16T11:35:15.608383,event_12
Breaking: DeSantis announces new policy on economy,2024-01-16T11:49:15.224957,event_1
@user8225: Google CEO reveals plans for iPhone 15 #technology3,2024-01-16T11:50:17.792026,event_3
Best performance by The Weeknd at Golden Globes!,2024-01-16T12:04:20.107471,event_18
@user3590: POTUS addresses nation on climate change - what do you think? lowkey #politics25,2024-01-16T12:07:33.894373,event_25
New legislation on climate change proposed by McConnell,2024-01-16T12:11:22.956227,event_17
@user7500: Best performance by Bad Bunny at Grammy Awards!,2024-01-16T12:22:50.875290,event_26
@user1455: Can't believe what happened with taxes! #social31,2024-01-16T12:22:55.885199,event_31
OMG Mbappé just broke the record! #Liverpool,2024-01-16T12:23:28.629307,event_0
OpenAI reports record subscribers this quarter,2024-01-16T12:26:17.998847,event_22
@user6190: Can't believe what happened with climate change! idk #social47,2024-01-16T12:36:35.802059,event_47
New legislation on taxes proposed by Harris #politics25,2024-01-16T12:47:58.121230,event_25
OMG Zendaya just posted about healthcare!,2024-01-16T12:55:53.721904,event_34
@user6646: Tech news: Netflix launches Vision Pro globally btw #technology11,2024-01-16T13:02:33.688766,event_11
Amazon announces new iPhone 15 - game changer! #technology35,2024-01-16T13:04:55.106254,event_35
Microsoft CEO reveals plans for iPhone 15 #technology35,2024-01-16T13:15:40.878453,event_35
🙏 Major announcement from Biden regarding economy,2024-01-16T13:21:54.728004,event_25
fyi Trending: #Breaking goes viral on social media,2024-01-16T13:28:25.207211,event_47
@user8756: Netflix announces new Model Y - game changer!,2024-01-16T13:52:55.477435,event_3
@user5778: Breaking: Obama announces new policy on immigration #politics1,2024-01-16T13:56:05.105417,event_1
@user8053: The new Vision Pro from NVIDIA is incredible,2024-01-16T14:02:27.250535,event_35
CEO of SpaceX steps down - what's next? #business38,2024-01-16T14:04:36.318922,event_38
@user1486: Meta CEO reveals plans for Vision Pro,2024-01-16T14:26:37.767485,event_3
Review: Tesla's Vision Pro is worth the hype #technology11,2024-01-16T14:36:18.799708,event_11
@user5724: Harris's stance on infrastructure sparks debate #politics1,2024-01-16T14:42:23.894303,event_1
Meta CEO reveals plans for Xbox,2024-01-16T14:54:34.931148,event_11
@user8509: Breaking: Meta releases Quest 3 today #technology35,2024-01-16T15:05:56.297212,event_35
@user8321: Press conference: Obama discusses infrastructure #politics25,2024-01-16T15:11:24.534354,event_25
Emergency alert: earthquake warning for Turkey,2024-01-16T15:15:11.237656,event_12
WHO updates guidelines on obesity,2024-01-16T15:23:06.911366,event_13
yolo Barcelona wins the championship game against Chelsea! #sports0,2024-01-16T15:27:04.283367,event_0
Apple CEO reveals plans for Xbox,2024-01-16T15:38:23.994616,event_11
@user8468: New legislation on immigration proposed by AOC #politics33,2024-01-16T15:56:51.859086,event_33
@user2599: Trending: #Update goes viral on social media,2024-01-16T16:02:24.728653,event_47
New legislation on foreign policy proposed by McConnell #politics41,2024-01-16T16:04:15.633089,event_41
@user4750: McConnell tweets about infrastructure policy changes,2024-01-16T16:11:53.521942,event_1
@user4826: Breaking: Tesla releases Vision Pro today,2024-01-16T16:31:56.313717,event_43
@user1117: NVIDIA stock surges after Xbox announcement,2024-01-16T16:32:54.475719,event_35
@user6916: Meta CEO reveals plans for GPT-5 #technology35,2024-01-16T16:47:23.889444,event_35
@user9334: Google expands operations to Mexico #business22,2024-01-16T16:59:23.497802,event_22
@user589: Press conference: DeSantis discusses economy ❤️,2024-01-16T17:01:28.441692,event_17
@user2637: omg Review: Netflix's Xbox is worth the hype,2024-01-16T17:05:38.571962,event_11
@user3333: Major announcement from DeSantis regarding healthcare,2024-01-16T17:33:33.150403,event_1
@user1791: AOC's stance on economy sparks debate #politics9,2024-01-16T17:35:04.680814,event_9
@user4847: ❤️ Apple announces new Quest 3 - game changer! #technology11,2024-01-16T17:40:06.464935,event_11
OMG Ronaldo just broke the record! #Dodgers,2024-01-16T17:40:34.423469,event_24
Can't stop listening to The Weeknd's new song,2024-01-16T17:40:50.924539,event_34
My thoughts on taxes - thread 🧵,2024-01-16T17:48:33.668109,event_23
New legislation on education proposed by Biden #politics1,2024-01-16T17:54:34.758696,event_1
@user7825: fr fr Apple announces 1000 new jobs in Japan,2024-01-16T18:15:47.027646,event_46
Breaking: COVID-19 research breakthrough announced,2024-01-16T18:24:32.403654,event_45
Netflix stock surges after PS5 announcement,2024-01-16T18:33:28.150875,event_35
@user1541: Warriors defeats Man City 21-17 in thrilling NBA game #sports48,2024-01-16T18:54:21.885250,event_48
@user6152: OpenAI CEO reveals plans for Vision Pro,2024-01-16T19:04:32.623736,event_27
goated This climate change story is breaking the internet #social47,2024-01-16T19:16:07.408532,event_47
POTUS addresses nation on immigration - what do you think? #politics1,2024-01-16T19:25:45.749665,event_1
Breaking: Earthquake hits Florida - magnitude 5.2,2024-01-16T19:29:13.998798,event_12
Newsom tweets about healthcare policy changes #politics9,2024-01-16T19:34:41.258318,event_9
Barcelona defeats Red Sox 110-105 in thrilling football game #sports8,2024-01-16T19:37:28.067319,event_8
Health experts discuss heart disease prevention #health5,2024-01-16T19:38:46.152678,event_5
@user6731: fr fr Major announcement from Biden regarding immigration #politics33,2024-01-16T19:41:49.136872,event_33
Review: Microsoft's Model Y is worth the hype #technology35,2024-01-16T19:46:59.055234,event_35
@user2827: Microsoft reports record growth this quarter,2024-01-16T20:03:14.269363,event_30
My thoughts on taxes - thread 🧵 💯,2024-01-16T20:06:08.818410,event_7
@user6459: Breaking: Microsoft and Instagram merger approved,2024-01-16T20:13:18.917953,event_38
McConnell speaks about education at today's conference,2024-01-16T20:29:08.216345,event_33
@user7262: OMG Curry just broke the record! #Patriots,2024-01-16T20:36:50.552236,event_16
New album by The Weeknd is fire! 🔥 #latin asap,2024-01-16T20:54:26.008073,event_34
👀 OpenAI announces new PS5 - game changer!,2024-01-16T21:17:55.476358,event_11
@user2379: Emergency alert: tsunami warning for Texas,2024-01-16T21:41:40.515115,event_12
@user959: no cap Just got my new Model Y from Amazon! Amazing! #technology43,2024-01-16T21:42:31.744617,event_43
Amazon stock surges after Xbox announcement #technology11,2024-01-16T21:57:42.550928,event_11
@user8633: 🤯 My thoughts on economy - thread 🧵,2024-01-16T22:05:06.872796,event_23
@user6408: Review: OpenAI's Vision Pro is worth the hype yolo,2024-01-16T22:17:35.039317,event_43
OMG Bad Bunny just posted about foreign policy!,2024-01-16T22:18:31.612795,event_34
@user5876: New legislation on taxes proposed by DeSantis #politics1,2024-01-16T22:27:41.384325,event_1
This taxes story is breaking the internet #social7,2024-01-16T22:34:39.565887,event_7
@user696: Can't believe Liverpool won! What a game! #football 🤯,2024-01-16T22:43:21.988423,event_0
McConnell speaks about taxes at today's conference,2024-01-16T22:45:34.452868,event_33
Prayers for California after devastating earthquake fr fr #disaster20,2024-01-16T22:50:45.094375,event_20
fomo Review: Google's Quest 3 is worth the hype #technology3,2024-01-16T22:51:17.094827,event_3
Market update: Apple leads finance gains #business46,2024-01-16T23:14:01.166163,event_46
OMG Taylor Swift just posted about infrastructure!,2024-01-16T23:17:54.394565,event_26
Major announcement from Harris regarding foreign policy,2024-01-16T23:20:07.846152,event_9
@user3449: Major announcement from DeSantis regarding climate change,2024-01-16T23:27:03.454984,event_25
@user8145: Just saw The Batman - absolutely amazing! Must watch! bruh #entertainment34,2024-01-16T23:29:09.980091,event_34
New legislation on healthcare proposed by Harris #politics1,2024-01-16T23:31:57.171330,event_1
The new PS5 from SpaceX is incredible #technology11,2024-01-16T23:37:03.811509,event_11
@user7132: NVIDIA stock surges after earnings report #business38,2024-01-16T23:55:14.427580,event_38
Breaking: Microsoft to acquire WhatsApp for $15B #business22,2024-01-17T00:05:39.864200,event_22
The new Xbox from Apple is incredible,2024-01-17T00:14:30.834508,event_27
@user2609: Emergency alert: earthquake warning for New York,2024-01-17T00:22:30.480466,event_20
Major announcement from Trump regarding taxes #politics1,2024-01-17T00:27:43.327183,event_1
🎉 Can't believe what happened with foreign policy! #social7,2024-01-17T01:18:24.028778,event_7
@user6879: goated Update: tornado in Texas causes major damage #disaster20,2024-01-17T01:22:11.510649,event_20
fyi OMG LeBron just broke the record! #Man United,2024-01-17T01:25:20.103826,event_8
@user7533: New legislation on climate change proposed by Newsom #politics1,2024-01-17T01:28:24.167387,event_1
@user987: OMG Ronaldo just broke the record! #Chiefs,2024-01-17T01:35:54.076563,event_40
@user5936: 💯 NBA finals are insane this year! Go Real Madrid!,2024-01-17T01:38:10.071367,event_48
lol Breaking news: flood strikes Alaska,2024-01-17T01:40:04.195292,event_36
Major announcement from Trump regarding economy,2024-01-17T01:49:00.859163,event_41
@user3174: POTUS addresses nation on healthcare - what do you think?,2024-01-17T02:08:18.820811,event_9
@user9647: ❤️ Can't believe what happened with immigration!,2024-01-17T02:08:37.097975,event_47
@user7347: Breaking: Messi scores winning goal for Man United,2024-01-17T02:12:12.551634,event_8
CEO of Tesla steps down - what's next? #business46,2024-01-17T02:15:18.486325,event_46
@user8756: Amazing performance by Ohtani in today's MLB match,2024-01-17T02:35:52.114912,event_48
tbh OMG Taylor Swift just posted about economy!,2024-01-17T02:35:59.228333,event_34
@user5278: Breaking: Ohtani scores winning goal for Dodgers #sports48,2024-01-17T02:40:06.418754,event_48
@user4160: Update: wildfire in New York causes major damage #disaster28,2024-01-17T02:43:52.539932,event_28
@user5058: Tech news: Amazon launches Vision Pro globally ??? #technology11,2024-01-17T02:53:47.305890,event_11
Breaking: Earthquake hits California - magnitude 5.9 #disaster20,2024-01-17T02:53:52.465757,event_20
@user2503: Amazon expands operations to Hawaii #business30,2024-01-17T03:06:04.066228,event_30
@user3113: Biden tweets about education policy changes #politics1,2024-01-17T03:07:11.203677,event_1
Major announcement from Newsom regarding immigration,2024-01-17T03:15:20.603483,event_33
Just watched Warriors vs Bayern. Best game ever! #sports48,2024-01-17T03:28:20.199806,event_48
Everyone's talking about foreign policy today! #social7,2024-01-17T03:28:51.953356,event_7
bussin Emergency alert: tsunami warning for Hawaii #disaster36,2024-01-17T03:30:41.371853,event_36
Meta announces new Quest 3 - game changer!,2024-01-17T03:37:02.800764,event_43
@user6256: Doctors recommend exercise for mental health #health45,2024-01-17T04:01:54.689525,event_45
Hot take: climate change is overrated/underrated #social47,2024-01-17T04:08:16.004545,event_47
Biden's stance on taxes sparks debate,2024-01-17T04:15:38.327321,event_25
OMG Messi just broke the record! #Chiefs,2024-01-17T04:17:52.221092,event_48
@user4375: NVIDIA announces new PS5 - game changer! #technology35,2024-01-17T04:21:07.612735,event_35
Trending: #News goes viral on social media,2024-01-17T04:32:52.476696,event_7
Amazing performance by Haaland in today's NFL match #sports24,2024-01-17T05:07:46.073245,event_24
@user9293: New album by SZA is fire! 🔥 #rnb,2024-01-17T05:11:02.407481,event_34
Google announces new iPhone 15 - game changer!,2024-01-17T05:21:46.260200,event_11
Press conference: Biden discusses economy #politics33,2024-01-17T05:24:04.155286,event_33
DeSantis speaks about climate change at today's conference fyi #politics33,2024-01-17T05:37:20.352877,event_33
This climate change story is breaking the internet,2024-01-17T05:37:55.812732,event_7
Rescue teams deployed to Hawaii after storm #disaster28,2024-01-17T06:06:52.968058,event_28
The new Xbox from SpaceX is incredible 👀 #technology35,2024-01-17T06:17:38.781411,event_35
@user8142: New legislation on taxes proposed by Sanders #politics25,2024-01-17T06:23:18.486517,event_25
New legislation on infrastructure proposed by Obama,2024-01-17T06:24:19.572165,event_1
Amazing performance by Mahomes in today's NBA match,2024-01-17T06:31:20.177524,event_0
Update: flood in Turkey causes major damage bussin,2024-01-17T06:39:31.481845,event_12
... Breaking: diabetes research breakthrough announced,2024-01-17T06:46:46.072198,event_45
@user2241: Press conference: DeSantis discusses immigration,2024-01-17T06:57:59.516984,event_9
DeSantis tweets about education policy changes #politics33,2024-01-17T07:00:32.711392,event_33
